time;name;vodka;gin;rum;blue curacao;ananas juice;cherry juice;orange juice;bitter lemon;tonic water;herbal lemonade;bitter orange sirup;soda;recipe
17:10:46.738;Blue Bot Print;0;0;0;2;2;0;1,5;1;0;0;2;1,5;2.0 cl blue curacao, 2.0 cl ananas juice, 1.5 cl orange juice, 1.0 cl bitter lemon, 2.0 cl bitter orange sirup, 1.5 cl soda
17:11:47.704;Rum Recursive;0;0;2;0;1,5;0;0;0;2,5;0;1;2;2.0 cl rum, 1.5 cl ananas juice, 2.5 cl tonic water, 1.0 cl bitter orange sirup, 2.0 cl soda
17:15:31.765;non-alcoholic cocktail;0;0;0;0;0;0;0;0;0;3,3333333333333335;0;6,666666666666667;3.3 cl herbal lemonade, 6.7 cl soda
17:16:40.345;non-alcoholic cocktail;0;0;0;0;0;2;2;4;4;2;0;4;2.0 cl cherry juice, 2.0 cl orange juice, 4.0 cl bitter lemon, 4.0 cl tonic water, 2.0 cl herbal lemonade, 4.0 cl soda
17:17:35.416;non-alcoholic cocktail;0;0;0;0;2;0;4;0;0;2;0;4;2.0 cl ananas juice, 4.0 cl orange juice, 2.0 cl herbal lemonade, 4.0 cl soda
17:18:32.043;non-alcoholic cocktail;0;0;0;0;2;0;2;4;2;0;0,5;2;2.0 cl ananas juice, 2.0 cl orange juice, 4.0 cl bitter lemon, 2.0 cl tonic water, 0.50 cl bitter orange sirup, 2.0 cl soda
17:19:34.737;GinDNS Resolver;0;2;0;0;0;1;1,5;2,5;0;0;1;1;2.0 cl gin, 1.0 cl cherry juice, 1.5 cl orange juice, 2.5 cl bitter lemon, 1.0 cl bitter orange sirup, 1.0 cl soda
17:22:55.540;Pirate's Cache;0;0;3;0;2;1;0;0;1,5;0;0;1,5;3.0 cl rum, 2.0 cl ananas juice, 1.0 cl cherry juice, 1.5 cl tonic water, 1.5 cl soda
17:37:51.911;non-alcoholic cocktail;0;0;0;0;4;2;4;2;0;2;0,5;4;4.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl orange juice, 2.0 cl bitter lemon, 2.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 4.0 cl soda
17:44:35.364;Curacao Compiler;0;0;0;2;0;3;1,5;0;0;2;0,5;1;2.0 cl blue curacao, 3.0 cl cherry juice, 1.5 cl orange juice, 2.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 1.0 cl soda
17:46:49.648;Vodka Quantum Bit;2;0;0;0;1;1;0;0;2,5;0;1;2,5;2.0 cl vodka, 1.0 cl ananas juice, 1.0 cl cherry juice, 2.5 cl tonic water, 1.0 cl bitter orange sirup, 2.5 cl soda
17:49:39.578;GINtelligence Circuit;0;3;0;0;1,5;0;0;2;1;0;2;1,5;3.0 cl gin, 1.5 cl ananas juice, 2.0 cl bitter lemon, 1.0 cl tonic water, 2.0 cl bitter orange sirup, 1.5 cl soda
17:51:59.392;Azure Array;0;0;0;2;2;1;1,5;0,5;0;0;2;0;2.0 cl blue curacao, 2.0 cl ananas juice, 1.0 cl cherry juice, 1.5 cl orange juice, 0.50 cl bitter lemon, 2.0 cl bitter orange sirup
17:53:37.774;Vodka Bytecode;2;0;0;0;0;2,5;1,5;0;1;0;2;1;2.0 cl vodka, 2.5 cl cherry juice, 1.5 cl orange juice, 1.0 cl tonic water, 2.0 cl bitter orange sirup, 1.0 cl soda
17:55:57.515;Ginfinity Loop;0;2;0;0;0;1;1,5;2;0;0,5;1;1,5;2.0 cl gin, 1.0 cl cherry juice, 1.5 cl orange juice, 2.0 cl bitter lemon, 0.50 cl herbal lemonade, 1.0 cl bitter orange sirup, 1.5 cl soda
17:56:46.817;Pirate Release Cycle;0;0;3;0;1,5;0;0;0,5;1;2;0;2;3.0 cl rum, 1.5 cl ananas juice, 0.50 cl bitter lemon, 1.0 cl tonic water, 2.0 cl herbal lemonade, 2.0 cl soda
17:57:33.983;Vodka Vector;2;0;0;0;1;0,5;2;0;0;0;1;2,5;2.0 cl vodka, 1.0 cl ananas juice, 0.50 cl cherry juice, 2.0 cl orange juice, 1.0 cl bitter orange sirup, 2.5 cl soda
18:00:18.217;Curacao Control Flow;0;0;0;3;2;1,5;0;0;0,5;2;1;0;3.0 cl blue curacao, 2.0 cl ananas juice, 1.5 cl cherry juice, 0.50 cl tonic water, 2.0 cl herbal lemonade, 1.0 cl bitter orange sirup
18:06:56.499;Rum Data Packet;0;0;2;0;1;2;0;0;1,5;0,5;1;1;2.0 cl rum, 1.0 cl ananas juice, 2.0 cl cherry juice, 1.5 cl tonic water, 0.50 cl herbal lemonade, 1.0 cl bitter orange sirup, 1.0 cl soda
18:13:02.159;Gin Algorithmm;0;2;0;0;0;0;1,5;1;0;1,5;2;1;2.0 cl gin, 1.5 cl orange juice, 1.0 cl bitter lemon, 1.5 cl herbal lemonade, 2.0 cl bitter orange sirup, 1.0 cl soda
18:14:09.359;Vodka Debug Session;3;0;0;0;0;1;2,5;0;1;0,5;0;1;3.0 cl vodka, 1.0 cl cherry juice, 2.5 cl orange juice, 1.0 cl tonic water, 0.50 cl herbal lemonade, 1.0 cl soda
18:17:17.399;Blue Screen Overflow;0;0;0;2;2;1,5;0;0;1;0;1,5;2;2.0 cl blue curacao, 2.0 cl ananas juice, 1.5 cl cherry juice, 1.0 cl tonic water, 1.5 cl bitter orange sirup, 2.0 cl soda
18:24:59.502;Rum Loopback;0;0;2;0;2;1;0;2;0,5;0;1;0,5;2.0 cl rum, 2.0 cl ananas juice, 1.0 cl cherry juice, 2.0 cl bitter lemon, 0.50 cl tonic water, 1.0 cl bitter orange sirup, 0.50 cl soda
18:31:33.896;non-alcoholic cocktail;0;0;0;0;0;0;0;0;5;2,5;0;2,5;5.0 cl tonic water, 2.5 cl herbal lemonade, 2.5 cl soda
18:36:35.477;Gintelligence Spike;0;3;0;0;1,5;0;0;1;1;0;0;2;3.0 cl gin, 1.5 cl ananas juice, 1.0 cl bitter lemon, 1.0 cl tonic water, 2.0 cl soda
18:37:32.763;non-alcoholic cocktail;0;0;0;0;2;4;2;4;2;4;0;2;2.0 cl ananas juice, 4.0 cl cherry juice, 2.0 cl orange juice, 4.0 cl bitter lemon, 2.0 cl tonic water, 4.0 cl herbal lemonade, 2.0 cl soda
18:39:39.021;non-alcoholic cocktail;0;0;0;0;0;0;0;0;4;2;0,5;4;4.0 cl tonic water, 2.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 4.0 cl soda
18:40:55.927;non-alcoholic cocktail;0;0;0;0;0;4;4;2;2;2;0,5;3;4.0 cl cherry juice, 4.0 cl orange juice, 2.0 cl bitter lemon, 2.0 cl tonic water, 2.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 3.0 cl soda
18:41:47.709;non-alcoholic cocktail;0;0;0;0;2;2;2;4;2;4;0,5;3;2.0 cl ananas juice, 2.0 cl cherry juice, 2.0 cl orange juice, 4.0 cl bitter lemon, 2.0 cl tonic water, 4.0 cl herbal lemonade, 0.50 cl bitter orange sirup, 3.0 cl soda
19:10:03.423;non-alcoholic cocktail;0;0;0;0;3,902439024390244;0;3,902439024390244;3,902439024390244;1,951219512195122;3,902439024390244;0,4878048780487805;1,951219512195122;3.9 cl ananas juice, 3.9 cl orange juice, 3.9 cl bitter lemon, 2.0 cl tonic water, 3.9 cl herbal lemonade, 0.49 cl bitter orange sirup, 2.0 cl soda
19:13:52.134;non-alcoholic cocktail;0;0;0;0;2,3529411764705883;0;0;0;0;4,705882352941177;0,5882352941176471;2,3529411764705883;2.4 cl ananas juice, 4.7 cl herbal lemonade, 0.59 cl bitter orange sirup, 2.4 cl soda
19:19:09.492;Vodka Logic Gate;2;0;0;0;0;1,5;2,5;1;0;0,5;2;0;2.0 cl vodka, 1.5 cl cherry juice, 2.5 cl orange juice, 1.0 cl bitter lemon, 0.50 cl herbal lemonade, 2.0 cl bitter orange sirup
