time;name;vodka;gin;rum;blue curacao;ananas juice;cherry juice;orange juice;bitter lemon;tonic water;herbal lemonade;bitter orange sirup;soda;recipe
21:18:38.407;Tropical Breeze;0;0;4;0;0;0;3;0;0;0;0;0;4.0 cl rum, 3.0 cl orange juice
21:19:12.569;Caribbean Sunset;0;0;4;3;0;6;0;0;0;0;0;2;4.0 cl rum, 3.0 cl blue curacao, 6.0 cl cherry juice, 2.0 cl soda
21:27:32.551;Tropical Sunrise;0;0;3;0;4;2;3;0;0;0;0;0;3.0 cl rum, 4.0 cl ananas juice, 2.0 cl cherry juice, 3.0 cl orange juice
21:28:07.336;Ocean Breeze;2,5;0;0;5;0;0;0;3;0;0;0;0;2.5 cl vodka, 5.0 cl blue curacao, 3.0 cl bitter lemon
21:28:49.124;Midsummer Gin Fizz;0;4;0;0;0;0;2;0;0;3;0;4;4.0 cl gin, 2.0 cl orange juice, 3.0 cl herbal lemonade, 4.0 cl soda
21:32:46.428;Caribbean Sunset;0;0;3,5;0;4;0;3;0;0;0;2,5;0;3.5 cl rum, 4.0 cl ananas juice, 3.0 cl orange juice, 2.5 cl bitter orange sirup
21:44:29.065;random cocktail;0;0;0;0;0;0;0;0;0;4;0;6;4.0 cl herbal lemonade, 6.0 cl soda
21:47:08.074;random cocktail;0;0;0;0;5;0;0;0;0;0;0;5;5.0 cl ananas juice, 5.0 cl soda
21:48:36.308;Mystical Mermaid;0;0;0;3;0;3;0;0;4;0;0;2;3.0 cl blue curacao, 3.0 cl cherry juice, 4.0 cl tonic water, 2.0 cl soda
21:50:12.034;random cocktail;0;0;0;0;0;4;0;0;2;0;0,5;4;4.0 cl cherry juice, 2.0 cl tonic water, 0.50 cl bitter orange sirup, 4.0 cl soda
21:57:56.804;Mango Tango;4;0;0;0;0;0;3;0;0;0;0;0;4.0 cl vodka, 3.0 cl orange juice
22:16:26.828;Sun-kissed Breeze;0;0;3,5;0;4;0;3;2,5;0;0;0;0;3.5 cl rum, 4.0 cl ananas juice, 3.0 cl orange juice, 2.5 cl bitter lemon
22:19:25.202;random cocktail;0;0;0;0;4;2;4;0;4;4;0;2;4.0 cl ananas juice, 2.0 cl cherry juice, 4.0 cl orange juice, 4.0 cl tonic water, 4.0 cl herbal lemonade, 2.0 cl soda
22:20:08.918;Emerald Isle;0;3;0;0;0;0;0;0;4;3;2;0;3.0 cl gin, 4.0 cl tonic water, 3.0 cl herbal lemonade, 2.0 cl bitter orange sirup
22:38:03.132;Ruby Red;3,5;0;0;0;0;4;3;0;0;0;0;2;3.5 cl vodka, 4.0 cl cherry juice, 3.0 cl orange juice, 2.0 cl soda
22:46:51.414;Sapphire Sky;0;3;0;4;0;0;0;0;3;0;0;0;3.0 cl gin, 4.0 cl blue curacao, 3.0 cl tonic water
22:48:07.651;Lemon-Lime Paradise;3,5;0;0;0;0;0;0;3;0;4;0;2,5;3.5 cl vodka, 3.0 cl bitter lemon, 4.0 cl herbal lemonade, 2.5 cl soda
23:12:47.993;Island Breeze;0;0;3;0;4;0;3;0;2;0;0;0;3.0 cl rum, 4.0 cl ananas juice, 3.0 cl orange juice, 2.0 cl tonic water
23:22:25.081;Ocean Sunset;0;0;0;3,5;4;0;3;0;0;0;0;2;3.5 cl blue curacao, 4.0 cl ananas juice, 3.0 cl orange juice, 2.0 cl soda
23:28:28.839;Golden Blush;0;0;3;0;0;0;4;0;0;2,5;0;0;3.0 cl rum, 4.0 cl orange juice, 2.5 cl herbal lemonade
23:35:38.662;Minty Melody;0;3,5;0;0;0;0;0;0;4;3;0;2;3.5 cl gin, 4.0 cl tonic water, 3.0 cl herbal lemonade, 2.0 cl soda
23:44:19.208;Sunset Bliss;0;0;0;3;4;2;3;0;0;0;0;0;3.0 cl blue curacao, 4.0 cl ananas juice, 2.0 cl cherry juice, 3.0 cl orange juice
23:48:52.806;Tropical Twist;0;0;3,5;0;4;2,5;3;0;0;0;0;0;3.5 cl rum, 4.0 cl ananas juice, 2.5 cl cherry juice, 3.0 cl orange juice
24:09:21.286;Sun-Kissed Serenity;0;3;0;0;0;2;3;0;4;0;0;0;3.0 cl gin, 2.0 cl cherry juice, 3.0 cl orange juice, 4.0 cl tonic water
24:13:46.549;Purple Rain;3,5;0;0;4;0;0;0;0;0;0;0;0;3.5 cl vodka, 4.0 cl blue curacao
